"level_name","Level 2"
"tile_map","images/tiles/grass_tiles.png"
"tile","grass_tile_1",144,16,0
"tile","grass_tile_1",144,48,0
"tile","grass_tile_1",176,16,0
"tile","grass_tile_1",176,48,0
"tile","grass_tile_1",208,16,0
"tile","grass_tile_1",208,48,0
"tile","grass_tile_1",240,16,0
"tile","grass_tile_1",240,48,0
"tile","grass_tile_1",272,16,0
"tile","grass_tile_1",272,48,0
"tile","grass_tile_1",304,16,0
"tile","grass_tile_1",304,48,0
"tile","grass_tile_1",336,16,0
"tile","grass_tile_1",336,48,0
"tile","grass_tile_1",368,16,0
"tile","grass_tile_1",368,48,0
"tile","grass_tile_1",400,16,0
"tile","grass_tile_1",400,48,0
"tile","grass_tile_1",432,16,0
"tile","grass_tile_1",432,48,0
"tile","grass_tile_1",464,16,0
"tile","grass_tile_1",464,48,0
"tile","grass_tile_1",496,16,0
"tile","grass_tile_1",496,48,0
"tile","grass_tile_1",528,16,0
"tile","grass_tile_1",528,48,0
"tile","grass_tile_1",560,16,0
"tile","grass_tile_1",560,48,0
"tile","grass_tile_1",592,16,0
"tile","grass_tile_1",592,48,0
"tile","grass_tile_1",624,16,0
"tile","grass_tile_1",624,48,0
"tile","grass_tile_1",656,16,0
"tile","grass_tile_1",656,48,0
"tile","grass_tile_1",688,16,0
"tile","grass_tile_1",688,48,0
"tile","grass_tile_1",720,16,0
"tile","grass_tile_1",720,48,0
"tile","grass_tile_1",752,16,0
"tile","grass_tile_1",752,48,0
"tile","grass_tile_1",784,16,0
"tile","grass_tile_1",784,48,0
"tile","grass_tile_1",816,16,0
"tile","grass_tile_1",816,48,0
"tile","grass_tile_1",848,16,0
"tile","grass_tile_1",848,48,0
"tile","grass_tile_1",880,16,0
"tile","grass_tile_1",880,48,0
"tile","grass_tile_1",912,16,0
"tile","grass_tile_1",912,48,0
"tile","grass_tile_1",912,176,0
"tile","grass_tile_1",944,16,0
"tile","grass_tile_1",944,48,0
"tile","grass_tile_1",976,16,0
"tile","grass_tile_1",976,48,0
"tile","grass_tile_1",1008,16,0
"tile","grass_tile_1",1008,48,0
"tile","grass_tile_1",1008,176,0
"tile","grass_tile_1",1040,16,0
"tile","grass_tile_1",1040,48,0
"tile","grass_tile_1",1040,176,0
"tile","grass_tile_1",1072,16,0
"tile","grass_tile_1",1072,48,0
"tile","grass_tile_1",1072,176,0
"tile","grass_tile_1",1072,208,0
"tile","grass_tile_1",1104,16,0
"tile","grass_tile_1",1104,48,0
"tile","grass_tile_1",1136,16,0
"tile","grass_tile_1",1136,48,0
"tile","grass_tile_4",400,432,0
"tile","grass_tile_2",944,176,0
"tile","grass_tile_2",976,176,0
"tile","grass_tile_4",848,208,0
"tile","grass_tile_4",848,176,0
"tile","grass_tile_4",432,400,0
"tile","grass_tile_1",1200,112,0
"tile","grass_tile_1",1200,144,0
"tile","grass_tile_1",1200,176,0
"tile","grass_tile_1",1200,208,0
"tile","grass_tile_1",1200,240,0
"tile","grass_tile_1",1200,272,0
"tile","grass_tile_1",1200,304,0
"tile","grass_tile_1",1200,336,0
"tile","grass_tile_1",1200,368,0
"tile","grass_tile_1",1200,400,0
"tile","grass_tile_1",1200,432,0
"tile","grass_tile_1",1200,464,0
"tile","grass_tile_1",1200,496,0
"tile","grass_tile_1",1200,528,0
"tile","grass_tile_1",1200,560,0
"tile","grass_tile_1",1232,112,0
"tile","grass_tile_1",1232,144,0
"tile","grass_tile_1",1232,176,0
"tile","grass_tile_1",1232,208,0
"tile","grass_tile_1",1232,240,0
"tile","grass_tile_1",1232,272,0
"tile","grass_tile_1",1232,304,0
"tile","grass_tile_1",1232,336,0
"tile","grass_tile_1",1232,368,0
"tile","grass_tile_1",1232,400,0
"tile","grass_tile_1",1232,432,0
"tile","grass_tile_1",1232,464,0
"tile","grass_tile_1",1232,496,0
"tile","grass_tile_1",1232,528,0
"tile","grass_tile_1",1232,560,0
"tile","grass_tile_1",1168,48,0
"tile","grass_tile_1",1168,16,0
"tile","grass_tile_1",1200,16,0
"tile","grass_tile_1",1200,48,0
"tile","grass_tile_1",1200,80,0
"tile","grass_tile_1",1232,16,0
"tile","grass_tile_1",1232,48,0
"tile","grass_tile_1",1232,80,0
"tile","grass_tile_1",1264,16,0
"tile","grass_tile_1",1264,48,0
"tile","grass_tile_1",1264,80,0
"tile","grass_tile_1",1264,112,0
"tile","grass_tile_1",1264,144,0
"tile","grass_tile_1",1264,176,0
"tile","grass_tile_1",1264,208,0
"tile","grass_tile_1",1264,240,0
"tile","grass_tile_1",1264,272,0
"tile","grass_tile_1",1264,304,0
"tile","grass_tile_1",1264,336,0
"tile","grass_tile_1",1264,368,0
"tile","grass_tile_1",1264,400,0
"tile","grass_tile_1",1264,432,0
"tile","grass_tile_1",1264,464,0
"tile","grass_tile_1",1264,496,0
"tile","grass_tile_1",1264,528,0
"tile","grass_tile_1",1264,560,0
"tile","grass_tile_1",880,592,0
"tile","grass_tile_1",976,592,0
"tile","grass_tile_1",1008,592,0
"tile","grass_tile_1",1040,592,0
"tile","grass_tile_1",1072,592,0
"tile","grass_tile_1",1104,592,0
"tile","grass_tile_1",1136,592,0
"tile","grass_tile_1",1168,592,0
"tile","grass_tile_1",1200,592,0
"tile","grass_tile_1",1232,592,0
"tile","grass_tile_1",1264,592,0
"tile","grass_tile_1",880,624,0
"tile","grass_tile_1",912,624,0
"tile","grass_tile_1",944,624,0
"tile","grass_tile_1",976,624,0
"tile","grass_tile_1",1008,624,0
"tile","grass_tile_1",1040,624,0
"tile","grass_tile_1",1072,624,0
"tile","grass_tile_1",1104,624,0
"tile","grass_tile_1",1136,624,0
"tile","grass_tile_1",1168,624,0
"tile","grass_tile_1",1200,624,0
"tile","grass_tile_1",1232,624,0
"tile","grass_tile_1",1264,624,0
"tile","grass_tile_1",272,656,0
"tile","grass_tile_1",304,656,0
"tile","grass_tile_1",336,656,0
"tile","grass_tile_1",368,656,0
"tile","grass_tile_1",400,656,0
"tile","grass_tile_1",432,656,0
"tile","grass_tile_1",464,656,0
"tile","grass_tile_1",496,656,0
"tile","grass_tile_1",528,656,0
"tile","grass_tile_1",560,656,0
"tile","grass_tile_1",592,656,0
"tile","grass_tile_1",624,656,0
"tile","grass_tile_1",656,656,0
"tile","grass_tile_1",688,656,0
"tile","grass_tile_1",720,656,0
"tile","grass_tile_1",752,656,0
"tile","grass_tile_1",784,656,0
"tile","grass_tile_1",816,656,0
"tile","grass_tile_1",848,656,0
"tile","grass_tile_1",880,656,0
"tile","grass_tile_1",912,656,0
"tile","grass_tile_1",944,656,0
"tile","grass_tile_1",976,656,0
"tile","grass_tile_1",1008,656,0
"tile","grass_tile_1",1040,656,0
"tile","grass_tile_1",1072,656,0
"tile","grass_tile_1",1104,656,0
"tile","grass_tile_1",1136,656,0
"tile","grass_tile_1",1168,656,0
